flight_risk_score_key,employee_id,snapshot_date,dept_code,band,employment_status,salary_gap_to_p50_pct,kpi_score,pay_freeze_months,tenure_months,months_since_last_move,seniority_risk_window_flag,risk_component_salary,risk_component_kpi,risk_component_promo,risk_component_freeze,risk_component_seniority,weight_salary_used,weight_kpi_used,weight_promo_used,weight_freeze_used,weight_seniority_used,missing_features,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band,reason_salary,reason_kpi,reason_promo,reason_freeze,reason_seniority
20188,E000440,2022-05-01,01CN000048,Band 5,Active,0.092,62.6,0,72,72,False,0.0,0.1233,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,31.08,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 62.6/100,Chưa đổi vai hoặc thăng cấp 72 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 72 tháng)
20189,E000440,2022-06-01,01CN000048,Band 5,Active,0.092,67.9,0,73,73,False,0.0,0.035,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.87,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 67.9/100,Chưa đổi vai hoặc thăng cấp 73 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 73 tháng)
20190,E000440,2022-07-01,01CN000048,Band 5,Active,0.092,59.3,0,74,74,False,0.0,0.1783,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.46,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 59.3/100,Chưa đổi vai hoặc thăng cấp 74 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 74 tháng)
20191,E000440,2022-08-01,01CN000048,Band 5,Active,0.092,72.7,0,75,75,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 72.7/100,Chưa đổi vai hoặc thăng cấp 75 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 75 tháng)
20192,E000440,2022-09-01,01CN000048,Band 5,Active,0.092,67.1,0,76,76,False,0.0,0.0483,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.21,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 67.1/100,Chưa đổi vai hoặc thăng cấp 76 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 76 tháng)
20193,E000440,2022-10-01,01CN000048,Band 5,Active,0.092,69.4,0,77,77,False,0.0,0.01,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.25,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 69.4/100,Chưa đổi vai hoặc thăng cấp 77 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 77 tháng)
20194,E000440,2022-11-01,01CN000048,Band 5,Active,0.092,76.0,0,78,78,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 76.0/100,Chưa đổi vai hoặc thăng cấp 78 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 78 tháng)
20195,E000440,2022-12-01,01CN000048,Band 5,Active,0.092,69.0,0,79,79,False,0.0,0.0167,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.42,Low,Lương bằng/cao hơn P50 thị trường (+9.2%),Điểm KPI 69.0/100,Chưa đổi vai hoặc thăng cấp 79 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 79 tháng)
20196,E000440,2023-01-01,01CN000048,Band 5,Active,0.0206,60.2,0,80,80,False,0.0,0.1633,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.08,Low,Lương bằng/cao hơn P50 thị trường (+2.1%),Điểm KPI 60.2/100,Chưa đổi vai hoặc thăng cấp 80 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 80 tháng)
20197,E000440,2023-02-01,01CN000048,Band 5,Active,0.0206,79.2,0,81,81,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+2.1%),Điểm KPI 79.2/100,Chưa đổi vai hoặc thăng cấp 81 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 81 tháng)
20198,E000440,2023-03-01,01CN000048,Band 5,Active,0.0206,67.3,0,82,82,False,0.0,0.045,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.12,Low,Lương bằng/cao hơn P50 thị trường (+2.1%),Điểm KPI 67.3/100,Chưa đổi vai hoặc thăng cấp 82 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 82 tháng)
20199,E000440,2023-04-01,01CN000048,Band 5,Active,0.0206,77.1,0,83,83,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+2.1%),Điểm KPI 77.1/100,Chưa đổi vai hoặc thăng cấp 83 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 83 tháng)
20200,E000440,2023-05-01,01CN000048,Band 5,Active,0.0449,63.6,0,84,84,False,0.0,0.1067,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.67,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 63.6/100,Chưa đổi vai hoặc thăng cấp 84 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 84 tháng)
20201,E000440,2023-06-01,01CN000048,Band 5,Active,0.0449,74.2,0,85,85,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 74.2/100,Chưa đổi vai hoặc thăng cấp 85 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 85 tháng)
20202,E000440,2023-07-01,01CN000048,Band 5,Active,0.0449,72.3,0,86,86,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 72.3/100,Chưa đổi vai hoặc thăng cấp 86 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 86 tháng)
20203,E000440,2023-08-01,01CN000048,Band 5,Active,0.0449,63.5,0,87,87,False,0.0,0.1083,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.71,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 63.5/100,Chưa đổi vai hoặc thăng cấp 87 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 87 tháng)
20204,E000440,2023-09-01,01CN000048,Band 5,Active,0.0449,74.4,0,88,88,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 74.4/100,Chưa đổi vai hoặc thăng cấp 88 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 88 tháng)
20205,E000440,2023-10-01,01CN000048,Band 5,Active,0.0449,62.6,0,89,89,False,0.0,0.1233,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,31.08,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 62.6/100,Chưa đổi vai hoặc thăng cấp 89 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 89 tháng)
20206,E000440,2023-11-01,01CN000048,Band 5,Active,0.0449,64.9,0,90,90,False,0.0,0.085,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.12,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 64.9/100,Chưa đổi vai hoặc thăng cấp 90 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 90 tháng)
20207,E000440,2023-12-01,01CN000048,Band 5,Active,0.0449,59.1,0,91,91,False,0.0,0.1817,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.54,Low,Lương bằng/cao hơn P50 thị trường (+4.5%),Điểm KPI 59.1/100,Chưa đổi vai hoặc thăng cấp 91 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 91 tháng)
20208,E000440,2024-01-01,01CN000048,Band 5,Active,-0.0234,71.1,0,92,92,False,0.039,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.78,Low,Lương thấp hơn P50 thị trường 2.3%,Điểm KPI 71.1/100,Chưa đổi vai hoặc thăng cấp 92 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 92 tháng)
20209,E000440,2024-02-01,01CN000048,Band 5,Active,-0.0234,58.7,0,93,93,False,0.039,0.1883,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.49,Low,Lương thấp hơn P50 thị trường 2.3%,Điểm KPI 58.7/100,Chưa đổi vai hoặc thăng cấp 93 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 93 tháng)
20210,E000440,2024-03-01,01CN000048,Band 5,Active,-0.0234,67.1,0,94,94,False,0.039,0.0483,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.99,Low,Lương thấp hơn P50 thị trường 2.3%,Điểm KPI 67.1/100,Chưa đổi vai hoặc thăng cấp 94 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 94 tháng)
20211,E000440,2024-04-01,01CN000048,Band 5,Active,-0.0234,64.7,0,95,95,False,0.039,0.0883,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.99,Low,Lương thấp hơn P50 thị trường 2.3%,Điểm KPI 64.7/100,Chưa đổi vai hoặc thăng cấp 95 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 95 tháng)
20212,E000440,2024-05-01,01CN000048,Band 5,Active,0.0378,53.7,0,96,96,False,0.0,0.2717,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,34.79,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 53.7/100,Chưa đổi vai hoặc thăng cấp 96 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 96 tháng)
20213,E000440,2024-06-01,01CN000048,Band 5,Active,0.0378,57.2,0,97,97,False,0.0,0.2133,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.33,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 57.2/100,Chưa đổi vai hoặc thăng cấp 97 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 97 tháng)
20214,E000440,2024-07-01,01CN000048,Band 5,Active,0.0378,60.5,0,98,98,False,0.0,0.1583,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,31.96,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 60.5/100,Chưa đổi vai hoặc thăng cấp 98 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 98 tháng)
20215,E000440,2024-08-01,01CN000048,Band 5,Active,0.0378,43.0,0,99,99,False,0.0,0.45,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,39.25,Medium,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 43.0/100,Chưa đổi vai hoặc thăng cấp 99 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 99 tháng)
20216,E000440,2024-09-01,01CN000048,Band 5,Active,0.0378,57.8,0,100,100,False,0.0,0.2033,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.08,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 57.8/100,Chưa đổi vai hoặc thăng cấp 100 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 100 tháng)
20217,E000440,2024-10-01,01CN000048,Band 5,Active,0.0378,59.0,0,101,101,False,0.0,0.1833,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.58,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 59.0/100,Chưa đổi vai hoặc thăng cấp 101 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 101 tháng)
20218,E000440,2024-11-01,01CN000048,Band 5,Active,0.0378,57.7,0,102,102,False,0.0,0.205,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.12,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 57.7/100,Chưa đổi vai hoặc thăng cấp 102 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 102 tháng)
20219,E000440,2024-12-01,01CN000048,Band 5,Active,0.0378,56.2,0,103,103,False,0.0,0.23,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.75,Low,Lương bằng/cao hơn P50 thị trường (+3.8%),Điểm KPI 56.2/100,Chưa đổi vai hoặc thăng cấp 103 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 103 tháng)
20220,E000440,2025-01-01,01CN000048,Band 5,Active,-0.0301,53.2,0,104,104,False,0.0502,0.28,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,36.0,Low,Lương thấp hơn P50 thị trường 3.0%,Điểm KPI 53.2/100,Chưa đổi vai hoặc thăng cấp 104 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 104 tháng)
20221,E000440,2025-02-01,01CN000048,Band 5,Active,-0.0301,57.2,0,105,105,False,0.0502,0.2133,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,34.34,Low,Lương thấp hơn P50 thị trường 3.0%,Điểm KPI 57.2/100,Chưa đổi vai hoặc thăng cấp 105 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 105 tháng)
20222,E000440,2025-03-01,01CN000048,Band 5,Active,-0.0301,60.5,0,106,106,False,0.0502,0.1583,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.96,Low,Lương thấp hơn P50 thị trường 3.0%,Điểm KPI 60.5/100,Chưa đổi vai hoặc thăng cấp 106 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 106 tháng)
20223,E000440,2025-04-01,01CN000048,Band 5,Active,-0.0301,56.5,0,107,107,False,0.0502,0.225,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,34.63,Low,Lương thấp hơn P50 thị trường 3.0%,Điểm KPI 56.5/100,Chưa đổi vai hoặc thăng cấp 107 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 107 tháng)
20224,E000440,2025-05-01,01CN000048,Band 5,Active,-0.0004,61.8,0,108,108,False,0.0007,0.1367,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,31.43,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 61.8/100,Chưa đổi vai hoặc thăng cấp 108 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 108 tháng)
20225,E000440,2025-06-01,01CN000048,Band 5,Active,-0.0004,58.7,0,109,109,False,0.0007,0.1883,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,32.72,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 58.7/100,Chưa đổi vai hoặc thăng cấp 109 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 109 tháng)
20226,E000440,2025-07-01,01CN000048,Band 5,Active,-0.0004,54.9,0,110,110,False,0.0007,0.2517,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,34.3,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 54.9/100,Chưa đổi vai hoặc thăng cấp 110 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 110 tháng)
20227,E000440,2025-08-01,01CN000048,Band 5,Active,-0.0004,52.7,0,111,111,False,0.0007,0.2883,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,35.22,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 52.7/100,Chưa đổi vai hoặc thăng cấp 111 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 111 tháng)
20228,E000440,2025-09-01,01CN000048,Band 5,Active,-0.0004,52.3,0,112,112,False,0.0007,0.295,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,35.39,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 52.3/100,Chưa đổi vai hoặc thăng cấp 112 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 112 tháng)
20229,E000440,2025-10-01,01CN000048,Band 5,Active,-0.0004,58.0,0,113,113,False,0.0007,0.2,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,33.01,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 58.0/100,Chưa đổi vai hoặc thăng cấp 113 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 113 tháng)
20230,E000440,2025-11-01,01CN000048,Band 5,Active,-0.0004,53.6,0,114,114,False,0.0007,0.2733,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,34.85,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 53.6/100,Chưa đổi vai hoặc thăng cấp 114 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 114 tháng)
20231,E000440,2025-12-01,01CN000048,Band 5,Active,-0.0004,46.6,0,115,115,False,0.0007,0.39,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,37.76,Low,Lương thấp hơn P50 thị trường 0.0%,Điểm KPI 46.6/100,Chưa đổi vai hoặc thăng cấp 115 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 115 tháng)
20232,E000441,2021-01-01,01CN000002,Band 4,Active,-0.072,68.9,0,68,68,False,0.12,0.0183,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.86,Low,Lương thấp hơn P50 thị trường 7.2%,Điểm KPI 68.9/100,Chưa đổi vai hoặc thăng cấp 68 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 68 tháng)
20233,E000441,2021-02-01,01CN000002,Band 4,Active,-0.072,88.0,0,69,69,False,0.12,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.4,Low,Lương thấp hơn P50 thị trường 7.2%,Điểm KPI 88.0/100,Chưa đổi vai hoặc thăng cấp 69 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 69 tháng)
20234,E000441,2021-03-01,01CN000002,Band 4,Active,-0.072,80.3,0,70,70,False,0.12,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.4,Low,Lương thấp hơn P50 thị trường 7.2%,Điểm KPI 80.3/100,Chưa đổi vai hoặc thăng cấp 70 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 70 tháng)
20235,E000441,2021-04-01,01CN000002,Band 4,Active,-0.072,79.2,0,71,71,False,0.12,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.4,Low,Lương thấp hơn P50 thị trường 7.2%,Điểm KPI 79.2/100,Chưa đổi vai hoặc thăng cấp 71 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 71 tháng)
20236,E000441,2021-05-01,01CN000002,Band 4,Active,-0.0361,73.9,0,72,72,False,0.0602,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 73.9/100,Chưa đổi vai hoặc thăng cấp 72 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 72 tháng)
20237,E000441,2021-06-01,01CN000002,Band 4,Active,-0.0361,77.7,0,73,73,False,0.0602,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 77.7/100,Chưa đổi vai hoặc thăng cấp 73 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 73 tháng)
20238,E000441,2021-07-01,01CN000002,Band 4,Active,-0.0361,76.2,0,74,74,False,0.0602,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 76.2/100,Chưa đổi vai hoặc thăng cấp 74 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 74 tháng)
20239,E000441,2021-08-01,01CN000002,Band 4,Active,-0.0361,83.2,0,75,0,False,0.0602,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 83.2/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 75 tháng)
20240,E000441,2021-09-01,01CN000002,Band 4,Active,-0.0361,72.7,0,76,1,False,0.0602,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 72.7/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 76 tháng)
20241,E000441,2021-10-01,01CN000002,Band 4,Active,-0.0361,81.6,0,77,2,False,0.0602,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 81.6/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 77 tháng)
20242,E000441,2021-11-01,01CN000002,Band 4,Active,-0.0361,75.1,0,78,3,False,0.0602,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 75.1/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 78 tháng)
20243,E000441,2021-12-01,01CN000002,Band 4,Active,-0.0361,76.3,0,79,4,False,0.0602,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.2,Low,Lương thấp hơn P50 thị trường 3.6%,Điểm KPI 76.3/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 79 tháng)
20244,E000441,2022-01-01,01CN000002,Band 4,Active,-0.0992,67.6,0,80,5,False,0.1653,0.04,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,7.31,Low,Lương thấp hơn P50 thị trường 9.9%,Điểm KPI 67.6/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 80 tháng)
20245,E000441,2022-02-01,01CN000002,Band 4,Active,-0.0992,76.6,0,81,6,False,0.1653,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.31,Low,Lương thấp hơn P50 thị trường 9.9%,Điểm KPI 76.6/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 81 tháng)
20246,E000441,2022-03-01,01CN000002,Band 4,Active,-0.0992,74.9,0,82,7,False,0.1653,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.31,Low,Lương thấp hơn P50 thị trường 9.9%,Điểm KPI 74.9/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 82 tháng)
20247,E000441,2022-04-01,01CN000002,Band 4,Active,-0.0992,74.3,0,83,8,False,0.1653,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,6.31,Low,Lương thấp hơn P50 thị trường 9.9%,Điểm KPI 74.3/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 83 tháng)
20248,E000441,2022-05-01,01CN000002,Band 4,Active,-0.041,80.5,0,84,9,False,0.0683,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.37,Low,Lương thấp hơn P50 thị trường 4.1%,Điểm KPI 80.5/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 84 tháng)
20249,E000441,2022-06-01,01CN000002,Band 4,Active,-0.041,72.8,0,85,10,False,0.0683,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,4.37,Low,Lương thấp hơn P50 thị trường 4.1%,Điểm KPI 72.8/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 85 tháng)
